1,"प्यार में दिल दे दिया 
मैंने तुझको दिलजानी 
प्यार में दिल दे दिया 
मैंने तुझको दिलजानी  

दीवानी मैं दीवानी
दीवानी मैं दीवानी
दीवानी मैं दीवानी
दीवानी मैं दीवानी

प्यार में दिल दे दिया 
मैंने तुझको दिलजाना 
प्यार में दिल दे दिया 
मैंने तुझको दिलजाना 

दीवाना मैं दीवाना
दीवाना मैं दीवाना 
दीवाना मैं दीवाना
दीवाना मैं दीवाना 

रात दिन तुझको, मैं याद करती हूँ 
हो जुदा ना हम, फरियाद करती हूँ 
रात दिन तुझको, मैं याद करती हूँ 
हो जुदा ना हम, फरियाद करती हूँ 

सिर्फ तेरा ख़्वाब है, मेरी दोनों आँखों में 
छू देख ले जरा, तू बसा है सांसों में 
बिन बनाये बन गया तेरा मेरा अफ़साना 

दीवाना मैं दीवाना, दीवाना मैं दीवाना 
दीवाना मैं दीवाना, दीवाना मैं दीवाना 
हो हो हो.. आ आ अहा हा..

सामने तेरे इकरार करता हूँ 
हर घड़ी तेरा दिलदार करता हूँ
हो सामने तेरे इकरार करता हूँ 
हर घड़ी तेरा दिलदार करता हूँ

बेकरारी प्यार की, और कोई जाने ना 
अब मेरी दीवानगी, बात कोई माने ना 
ख़त्म होगी ना कभी, अपनी ये प्रेम कहानी 

दीवानी मैं दीवानी, दीवानी मैं दीवानी
दीवानी मैं दीवानी, दीवानी मैं दीवानी

प्यार में दिल दे दिया, मैंने तुझको दिलजाना 
प्यार में दिल दे दिया, मैंने तुझको दिलजानी 

दीवानी मैं दीवानी, दीवानी मैं दीवानी
दीवाना मैं दीवाना, दीवाना मैं दीवाना 
दीवानी मैं दीवानी, दीवानी मैं दीवानी
दीवाना मैं दीवाना, दीवाना मैं दीवाना 
",C
1,"तुम आ गए हो
नूर आ गया है 
नहीं तो चरागों से लौ जा रही थी 
जीने की तुम से 
वजह मिल गयी है 
बड़ी बेवजह जिंदगी  थी 

कहाँ से चले, कहाँ के लिए 
ये ख़बर नहीं थी मगर 
कोई भी सिर, जहाँ जा मिला 
वहीं तुम मिलोगे 
के हम तक तुम्हारी दुआ आ रही थी 

तुम आ गए हो
नूर आ गया है 
नहीं तो चरागों से लौ जा रही थी

दिन डूबा नहीं, रात डूबी नहीं 
जाने कैसा है सफ़र 
ख्वाबों के दीये आँखों में लिए 
वहीं आ रहे थे 
जहाँ से तुम्हारी सदा आ रही थी 

तुम आ गए हो
नूर आ गया है 
नहीं तो चरागों से लौ जा रही थी
जीने की तुम से 
वजह मिल गयी है 
बड़ी बेवजह जिंदगी  थी 

तुम आ गए हो…
",C
1,"हाँ मन है
इश्क़ मस्ताना, इश्क़ मस्ताना
इश्क़ मस्ताना इश्क़
हाँ मन है
इश्क़ मस्ताना, इश्क़ मस्ताना
इश्क़ मस्ताना इश्क़ 

हाँ मन है
इश्क़ मस्ताना, हाँ मन है
इश्क़ मस्ताना, इश्क़ मस्ताना
इश्क़ मस्ताना, इश्क़ 

हाँ मन है इश्क़ मस्ताना
हां मन को होशियारी क्या
रहे आज़ादियाँ जग में
हमें दुनिया से यारी क्या 

हाँ मन है
इश्क़ मस्ताना, इश्क़ मस्ताना
इश्क़ मस्ताना, इश्क़ 

जो बिछड़े हैं प्यारी से
जो बिछड़े हैं प्यारी से
मटकते दर-ब-दर फिरते
हमारा यार है हम में
हां मन को इन्तेज़री क्या 

हाँ मन है
इश्क़ मस्ताना, इश्क़ मस्ताना
इश्क़ मस्ताना इश्क़
हाँ मन है
इश्क़ मस्ताना, इश्क़ मस्ताना
इश्क़ मस्ताना इश्क़ 

कबीर खड़ा बाज़ार में
मांगे सबकी खैर
ना कहूँ से दोस्ती
ना कहूँ से बैर 

ओ.. हाँ मन है इश्क़ मस्ताना
हाँ मन को होशियारी क्या
रहे आज़ादियाँ जग में
हमें दुनिया से यारी क्या 

हाँ मन है
इश्क़ मस्ताना, इश्क़ मस्ताना
इश्क़ मस्ताना इश्क़
हाँ मन है
इश्क़ मस्ताना, इश्क़ मस्ताना
इश्क़ मस्ताना इश्क़ 

इश्क़ मस्ताना, इश्क़ मस्ताना
इश्क़ मस्ताना, इश्क़
हाँ मन है
इश्क़ मस्ताना, इश्क़ मस्ताना
इश्क़ मस्ताना, इश्क़
",E
1,"He’s so sexy sexy 
He’s so sexy sexy 
He’s so sexy sexy 
I told ya..
Bring him out something
Don’t stop
Give them what they want n
Don’t stop
लतानु हिला दे येह n don’t stop
सबको को दिखा दे येह don’t stop don’t stop
लड़का तू ला दे येह n don’t stop
लतानु हिला दे येह n don’t stop
You done let my boy
You are so ruff
Go on with your thing
You hot stuff
धरती हिला लादे लश्करे
रब नु हिला दे, नाचके दिखा दे तू सोनिया
धरती हिला लादे लश्करे
रब नु हिला दे, नाचके दिखा दे तू सोनिया
मैं तेरा धड़कन तेरी ये दिन तेरे रातें तेरी
अब बचा क्या? अब बचा क्या ?
हर घड़ी ख़ुद से ही मैं करता रहूँ बातें तेरी
अब बचा क्या? अब बचा क्या ?
इश्क़ का रोग है ये, ऐसा जोग है ये
इससे बचने का अब आसार नजर नहीं आता
कुछ यार नजर नहीं आता
घर-बार नजर नहीं आता
संसार नज़र नहीं आता, जब प्यार होता है 
कुछ यार नजर नहीं आता
घर-बार नजर नहीं आता
संसार नज़र नहीं आता, जब प्यार होता है 
धरती हिला लादे लश्करे
रब नु हिला दे, नाचके दिखा दे तू सोनिया
धरती हिला लादे लश्करे
रब नु हिला दे, नाचके दिखा दे तू सोनिया
तेरी चाहतों से दिन शुरू, मेरे रूबरू हो तू ही तू
तेरी सोच हो, तेरा साथ हो, अब हर घड़ी
तेरी बात में, तेरी याद में
खोया मैं रहूँ, और ये कहूँ
मेरे सामने तेरी बात हो अब हर घड़ी
कभी कभी यारी में, यार खुमारी में
चाहे कुछ भी हो दिल के पार नजर नहीं आता
कुछ यार नजर नहीं आता
घर-बार नजर नहीं आता
संसार नज़र नहीं आता, जब प्यार होता है 
कुछ यार नजर नहीं आता
घर-बार नजर नहीं आता
संसार नज़र नहीं आता, जब प्यार होता है 
See we got a bet to got go
Check on my whole world
In hand see I’m a nasty girl
I’m gonna do as you
Please see I’m in love with you
And I’m down on one knee
Take me boy
Take me home with you
So I can show you baby
How dreams come true
I’m gonna move lips
I’m gonna spin my hips
And thats the way you like Boy
मेरी आशिक़ी का है सिला, मेरी चाहतों को तू मिला
तेरी महफ़िलें मेरी मंजिलें अब हो गयी
तेरे ख़्वाब है बेहिसाब हैं, तेरी गीत है मेरी जीत है
परेशानियां और मुशिलें सब खो गयी
इश्क़ तो जादू है बस बेकाबू है
इश्क़ के जादू में कुछ दुश्वार नज़र नहीं आता
कुछ यार नजर नहीं आता
घर-बार नजर नहीं आता
संसार नज़र नहीं आता, जब प्यार होता है 
कुछ यार नजर नहीं आता
घर-बार नजर नहीं आता
संसार नज़र नहीं आता, जब प्यार होता है 
मैं तेरा धड़कन तेरी ये दिन तेरे रातें तेरी
अब बचा क्या? अब बचा क्या ?
हर घड़ी ख़ुद से ही मैं करता रहूँ बातें तेरी
अब बचा क्या? अब बचा क्या ?
इश्क़ का रोग है ये, ऐसा जोग है ये
इससे बचने का अब आसार नजर नहीं आता
कुछ यार नजर नहीं आता
घर-बार नजर नहीं आता
संसार नज़र नहीं आता, जब प्यार होता है 
कुछ यार नजर नहीं आता
घर-बार नजर नहीं आता
संसार नज़र नहीं आता, जब प्यार होता है 
",E
1,"Shake shake shake shake
Shake shake that booty girl
Shake shake shake shake
Shake you so bootiful
Shake shake shake shake
Shake shake that booty girl
Shake shake shake shake
Shake you so bootiful

Now twirk twirk twirk twirk 
twirk twirk twirk twirk

Lets go party party party 
party party party
Lets go party party party 
party party party
Lets go party party party 
party party party

होजानी तैयार कुड़िये, ले जाना तेनु नाल कुड़िये 
पाडा मिनी स्कर्ट या जीन्स फिर देखे की होन्दा सीन 
पंज टकीला शॉट पियांगे, ट्वेर्क ट्वेर्ट साथ करांगे  
ओह आह आह बेबी… Please don’t stop
Please don’t stop Please don’t stop
Stop baby 
I’m your man you are my lady
I’m your man you are my lady
I’m your man you are my lady
Twirk twirk twirk twirk twirk twirk 
करदीजे कुड़िये wirk twirk twirk 
Twirk twirk ना रुक हूँ कुड़िये 

केन्दे जे मुंडिया तू मेरी तोर वेखनी 
जे मुंडिया तू मेरी तोर वेखनी 
जे मुंडिया तू मेरी तोर वेखनी 
गड़वा, आए हाय गड़वा 
गड़वा लेदे चांदी दा वे लख हिले मचाचढ़  
चांदी दा वे लाख हिले मचाचढ़, चांदी दा 

Shake shake shake shake
Shake shake that booty girl
Shake shake shake shake
Shake shake you so bootiful

This girl so best she maybe good
Really wanna took it out where she would
Come on we hear miss bootiful
Let me take that things that do here
You are so right and I am so wrong 
We wake it up till I own and lown 
Shake it break it work it twirk it 
Get on the dance floor you deserve it

एक दो पेग बना, थोड़ा पानी विच मिला 
दारु सारी रात पियांगे, पार्टी फुल नाईट करांगे 

Lets go party party party 
party party where is my money money
money money money money
Lets go party party party 
party party where is my money money
money money money money

Shake shake shake shake
Shake shake that booty girl
Shake shake shake shake
Shake shake you so bootiful

Lets go party party party 
party party
Lets go party party party 
party party
Auhhnnn auhnnnn….
",E
1,"
हीर तेरी कीदां सारा वे 
वे मैं की करा की करा हानिया 
मेरा माही तू मेरा राँझना तू 
मेरा माही तू मेरा राँझना तू 
माही तू मेरा राँझना तू 
मेरा माही तू मेरा राँझना तू मेरा माही तू मेरा राँझना तू 
मेरा माही तू मेरा राँझना तू 
माही तू मेरा राँझना तू 
मेरा माही तू मेरा राँझना तू रब है राजी जो तू है राजी 
तू है राजी 
तू ही मेरा मौला और क़ाज़ी 
रब है राजी जो तू है राजी 
तू है राजी..
तू ही मेरा मौला और क़ाज़ी
सुनी सुनी सी ये सारी राहें वे 
तुझको तरसे मेरी निगाहें वे 
मुझ को तुझ में फाना हो जाने दे 
तेरी बाहों में मुझे खो जाने दे अंखियाँ रोनन दे 
अंखिया दे कोर को 
चल परदेसिया वे 
भोल पान हाँ दे 
अंखियाँ रोनन दे मेरा माही तू मेरा राँझना तू 
मेरा माही तू मेरा राँझना तू
माही तू मेरा राँझना तू 
मेरा माही तू मेरा राँझना तू 
",C
1,"ॐ गणपतये गणपतये
गणपतये नमः देवा
ॐ गणपतये गणपतये
गणपतये नमः देवा
गणपतये गणपतये
गणपतये नमः

मुड़के सुनेगी तुझे दुनिया
जो कहना है आज कह ले 

ॐ गणपतये गणपतये
गणपतये नमः देवा  

ऐसा लगा दे आज सुर वो
तूने ख़ुद ना सुना पहले 

ॐ गणपतये गणपतये
गणपतये नमः 

तेरा ही दर्द तुझपे क़र्ज़ है
माने ना माने ये तेरा ही फ़र्ज़ है
लिखना तुझे फलक पे
तेरा है नाम एलान करदे 

से व्हाट यू वांट
से व्हाट यू वांट
से व्हाट यू नीड़
से व्हाट यू ब्रेद

स्टे व्हाट यू आर
स्टे व्हाट यू आर
स्टे व्हाट यू से
देट यू लव

तेरे करम तेरे करम
तेरे करम तेरे निशाँ
तेरे निशान है जहाँ
तेरी फ़तेह तेरी फ़तेह है वहां 

कोई हमपे मेहरबान था
रब से मिला बस एक ही कदरदान था
छोड़ गया रूठ के गया रूठ के
वो गया रूठा के
सुरों को रास्ता मगर दिखा गया 

से व्हाट यू वांट
से व्हाट यू वांट
से व्हाट यू नीड़
से व्हाट यू ब्रेद

स्टे व्हाट यू आर
स्टे व्हाट यू आर
स्टे व्हाट यू से
देट यू लव

तेरे करम तेरे करम
तेरे करम तेरे निशाँ
तेरे निशान है जहाँ
तेरी फ़तेह तेरी फ़तेह है वहां 

ॐ गणपतये गणपतये
गणपतये नमः देवा
गणपतये गणपतये
गणपतये नमः 

तोड़ दे लबों की चिटखानियां
सरगम का सैलाब लिख ले 

ॐ गणपतये गणपतये
गणपतये नमः

ऐसा असर हो सदाओं में
सुन कर ख़ुद आफ़ताब पिघले 

ॐ गणपतये गणपतये
गणपतये नमः

तेरे ये दिन हैं
तेरा ही वक़्त है
जज्बा दिल में
तेरे भी सख्त है 

हद से ज़रा गुज़र के दिखा सबको
हैरान करदे 

तेरे करम.. तेरे करम..
तेरे निशाँ.. तेरी फ़तेह..

जलवे दिखा
पलकें दिखा
तेरी अदा जो सबसे जुदा
हो हक्का बक्का देखे जहाँ 

ओ हर गली आज चर्चा तेरा
तू सुर्खियों पे ख़बरों की राज
करले ज़रा 

स्टे व्हाट यू आर
स्टे व्हाट यू आर
स्टे व्हाट यू से
देट यू लव.. 

तेरे करम तेरे करम
तेरे करम तेरे निशाँ
तेरे निशान है जहां
तेरी फ़तेह तेरी फ़तेह है वहां 
",E
1,"चाँद से परदा कीजिये
हाँ..चाँद से पर्दा कीजिये
कहीं चुरा ना ले चेहरे का नूर
ऐ मेरे हम नवा.. ऐ मेरे हुज़ूर
ऐ मेरे हम नवा.. ऐ मेरे हुज़ूर
हाँ.. चाँद से पर्दा कीजिये

जुल्फों से उड़ी ख़ुशबू प्यार की
होठों पर खिल गई कलियाँ बहार की..
होठों पर खिल गई, कलियाँ बहार की
फूल से परदा कीजिये
हाँ..फूल से परदा कीजिये
कहीं चुरा ना ले चेहरे का नूर
ऐ मेरे हम नवा.. ऐ मेरे हुज़ूर
ऐ मेरे हम नवा.. ऐ मेरे हुज़ूर
हाँ चाँद से पर्दा कीजिये

लगती हो किसी शायर का ख़याल
ऐसी सादगी तो है ख़ुद में बेमिसाल..
ऐसी सादगी तो है, ख़ुद में बेमिसाल
ख़ुद से परदा कीजिये
हाँ.. ख़ुद से परदा कीजिये
कहीं चुरा ना ले चेहरे का नूर
ऐ मेरे हम नवा.. ऐ मेरे हुज़ूर
ऐ मेरे हम नवा.. ऐ मेरे हुज़ूर
हाँ.. चाँद से परदा कीजिये

हंस दे आप अगर बनजाये दास्तां
हंस दे आप अगर बनजाये दास्तां
पलकें जो झुकी कहीं झुकजाए आसमां
पलकें जो झुकी कहीं झुकजाए आसमां
रब से परदा कीजिये
हाँ.. रब से परदा कीजिये 
कहीं चुरा ना ले चेहरे का नूर..
ऐ मेरे हम नवा.. ऐ मेरे हुज़ूर
ऐ मेरे हम नवा.. ऐ मेरे हुज़ूर

चाँद से परदा कीजिये
हाँ..चाँद से परदा कीजिये
कहीं चुरा ना ले चेहरे का नूर
ऐ मेरे हम नवा.. ऐ मेरे हुज़ूर..
",C
1,"आँखों को तेरी आदत है
तू दिखे ना तो इन्हें शिकायत है
आँखों को तेरी आदत है
तू दिखे ना तो इन्हें शिकायत है

बिन छुए छु लिए हैं
तूने मूझको दिए हैं
प्यार के ये तराने जानिया

ये जो अब हो रहा है
कुछ अजब हो रहा है
क्या येही प्यार का है एहसास

सौ आसमानों को और दो जहानों को
छोड़ के आई तेरे पास 
सौ आसमानों को और दो जहानों को
छोड़ के आई तेरे पास 
सौ आसमानों को और दो जहानों को
छोड़ के आई तेरे पास 

जाने क्या होने लगा
मुझको है नहीं है ख़बर
क्यूँ नींद से दूर ये
जाने लगी है नज़र

छोडो ये सारी बातें
अब मिले जो रातें
इन्हें जाने ना देना जानिया

ये जो अब हो रहा है
कुछ अजब हो रहा है
क्या येही प्यार का है एहसास

सौ आसमानों को और दो जहानों को
छोड़ के आई तेरे पास 
सौ आसमानों को और दो जहानों को
छोड़ के आई तेरे पास 
सौ आसमानों को और दो जहानों को
छोड़ के आई तेरे पास 

आँखों को तेरी आदत है
तू दिखे ना तो
इन्हें शिकायत है

बिन छुए छु लिए हैं
तूने मुझको दिए हैं
प्यार के ये तराने जानिया

ये जो अब हो रहा है
कुछ अजब हो रहा है
क्या येही प्यार का है एहसास

सौ आसमानों को और दो जहानों को
छोड़ के आई तेरे पास 
सौ आसमानों को और दो जहानों को
छोड़ के आई तेरे पास 
सौ आसमानों को और दो जहानों को
छोड़ के आई तेरे पास 
",C
1,"टुंग टुंग बाजे, टुंग टुंग बाजे
टुंग टुंग बाजे, टुंग टुंग बाजे
टना नंग टांग टना नाना ना 
टुंग टुंग बाजे, टुंग टुंग बाजे
टुंग टुंग बाजे, टुंग टुंग बाजे
टना नंग टांग टना नाना ना 

टुंग टुंग दा साउंड करदा 
टुंग टुंग दा साउंड करदा 
टुंग टुंग दा साज़ 
तेरे मेरे दिल विच लाउड वजदा 
टुंग टुंग हाय 
टुंग टुंग आज.. 

टुंग टुंग बाजे, टुंग टुंग बाजे
टांग टांग टांग टना नाना ना 
टुंग टुंग बाजे, टुंग टुंग बाजे
टांग टांग टांग टना नाना ना 

टुंग टुंग दा साउंड करदा 
टुंग टुंग दा साउंड करदा 
टुंग टुंग दा साज़ 
तेरे मेरे दिल विच लाउड वजदा 
टुंग टुंग हाय टुंग टुंग आज 
तेरे मेरे दिल विच लाउड वजदा 
टुंग टुंग हाय टुंग टुंग आज 

गुंग गुंग बाजे, गुंग गुंग बाजे
गुंग गुंग बाजे, धड़ पिया बोले 
गुंग गुंग बाजे, गुंग गुंग बाजे
गुंग गुंग बाजे, धड़ पिया बोले 
गुंग गुंग बाजे, गुंग गुंग बाजे
गुंग गुंग बाजे, धड़ पिया बोले 
गुंग गुंग बाजे, गुंग गुंग बाजे
गुंग गुंग बाजे, धड़ पिया बोले 

धड़ ने आ के खोल दित्ता 
धड़ ने आ के खोल दित्ता 
धड़ ने आ के खोल दित्ता
टुंग टुंग दा राज़ 

मेरे बिना तू काला 
किड्डा वजेंगा तू टुंग टुंग आज 
टुंग टुंग आज 

टुंग टुंग दा साउंड करदा 
टुंग टुंग दा साउंड करदा 
टुंग टुंग दे नाल 
तेरे मेरे दिल विच लाउड वजदा 
टुंग टुंग हाय टुंग टुंग आज 
तेरे मेरे दिल विच लाउड वजदा 
टुंग टुंग हाय टुंग टुंग आज

टुंग टुंग बाजे, टुंग टुंग बाजे
टना नंग टांग टना नाना ना

तेरे मेरे दिल विच लाउड 
तेरे मेरे दिल विच लाउड 
तेरे मेरे दिल विच लाउड वजदा 
टुंग टुंग हाय टुंग टुंग आज

तेरे मेरे दिल विच लाउड 
तेरे मेरे दिल विच लाउड 
तेरे मेरे दिल विच लाउड 
तेरे मेरे दिल विच लाउड वजदा 

हो छल्ला बेरी बुरे, वतन माही दा दूर 
ऐ गल सुन चल्लेया 
 मावान ठंडियां छांवां 
",E
